count,mean,std,min,25%,50%,75%,max
377.0,15.891246684350133,64.17078569727406,-16.0,0.0,0.0,2.0,551.0
389.0,551.8431876606684,537.128633239267,0.0,28.0,550.0,827.0,2688.0
391.0,3961.143222506394,3873.85086086897,0.0,715.5,3321.0,5963.0,21358.0
427.0,1750.0889929742389,1769.5463176942887,0.0,284.5,1501.0,2262.5,10002.0
393.0,5907.676844783715,7949.797038219009,0.0,359.0,837.0,9126.0,35145.0
395.0,2080.3088607594937,3066.8194202038626,-161.0,291.0,585.0,2855.0,16432.0
397.0,453.30982367758185,446.70169721206645,0.0,203.0,258.0,497.0,2355.0
400.0,2382.0075,2507.5665719429203,0.0,325.0,1353.0,3825.25,10269.0
426.0,10549.845070422536,8321.425401622244,0.0,5068.25,8707.5,16052.5,29499.0
383.0,56.87467362924282,73.5265380080607,0.0,7.0,25.0,81.5,574.0
0.0,,,,,,,
372.0,0.11827956989247312,0.4608549974103442,0.0,0.0,0.0,0.0,5.0
383.0,11.065274151436032,41.43105571121873,0.0,0.0,0.0,4.0,389.0
383.0,4.563968668407311,16.723825588770747,0.0,0.0,0.0,1.0,158.0
134.0,0.022388059701492536,0.1484971284220353,0.0,0.0,0.0,0.0,1.0
399.0,11.854636591478696,17.78186989013566,-19.0,0.0,1.0,21.0,76.0
360.0,6.175,15.712597628463081,0.0,0.0,1.0,5.0,151.0
395.0,987.3594936708861,1116.6902657514786,0.0,236.0,410.0,1405.5,4919.0
395.0,97.9873417721519,89.79374189228004,0.0,23.5,80.0,136.5,462.0
391.0,1536.0511508951406,2122.2608487642106,0.0,92.5,302.0,2427.0,9983.0
383.0,10.796344647519582,29.487956317033106,0.0,0.0,0.0,2.0,215.0
366.0,10.87431693989071,14.63306619422188,0.0,2.0,6.0,15.0,146.0
434.0,139.1267281105991,231.07516562970213,0.0,9.0,23.0,184.5,1426.0
391.0,923.7468030690537,1163.2396471718857,0.0,14.0,186.0,1838.5,6315.0
392.0,550.0051020408164,717.9415765859941,0.0,14.0,95.0,973.5,3354.0
171.0,0.1111111111111111,0.5784812208497518,0.0,0.0,0.0,0.0,5.0
381.0,29.916010498687665,57.44002163208703,0.0,0.0,0.0,36.0,325.0
392.0,3949.3801020408164,4613.923880090078,0.0,962.75,1912.5,5196.5,21980.0
434.0,238.79723502304148,266.9840458367638,0.0,39.0,110.0,398.75,1237.0
361.0,28.157894736842106,59.44404465078432,0.0,0.0,3.0,20.0,348.0
425.0,7727.889411764706,13374.16535024043,-74347.0,0.0,1831.0,10654.0,93822.0
430.0,215.59534883720931,280.64481858290293,0.0,5.0,25.5,456.0,976.0
383.0,83.11488250652741,114.09960452058196,0.0,0.0,41.0,135.0,1215.0
383.0,23.817232375979113,29.979190263659653,0.0,2.0,10.0,35.5,139.0
425.0,1893.8494117647058,4080.6719388542742,0.0,0.0,320.0,1042.0,32485.0
401.0,1499.0623441396508,2779.4784769095577,0.0,31.0,234.0,1548.0,21926.0
375.0,50.424,42.19320167254057,0.0,7.0,50.0,75.0,172.0
434.0,2.370967741935484,4.092259971093313,-2.0,0.0,1.0,3.0,27.0
336.0,39.607142857142854,40.80737944886933,0.0,0.0,39.0,45.0,211.0
381.0,1.3359580052493438,11.019480044965247,0.0,0.0,0.0,0.0,181.0
434.0,66.49539170506912,171.13752347677314,-10.0,2.0,7.0,45.75,1732.0
375.0,1.6106666666666667,6.362733523935542,0.0,0.0,0.0,0.0,58.0
391.0,26.21227621483376,40.00799218470874,0.0,5.0,14.0,27.0,359.0
383.0,20.9556135770235,34.679317939527174,0.0,0.0,7.0,24.0,217.0
393.0,646.3562340966921,896.0148164762483,0.0,5.0,113.0,1160.0,5752.0
385.0,6477.810389610389,8805.581130731336,0.0,1256.0,2069.0,7897.0,44506.0
0.0,,,,,,,
376.0,108.68882978723404,171.97336687665802,-104.0,8.0,31.0,159.0,1859.0
394.0,4378.246192893401,4499.8281383973645,0.0,579.75,2774.5,6977.25,18226.0
428.0,1078.1401869158879,1031.363518017251,0.0,341.25,733.0,1313.5,3977.0
426.0,10234.699530516433,13618.24825182479,0.0,1006.25,4328.0,16115.5,68192.0
434.0,70186.01152073733,67838.12562134526,0.0,24933.5,47493.0,84678.0,300308.0
384.0,274.8671875,498.11426705712324,-21.0,8.0,22.5,477.75,3088.0
382.0,216.934554973822,215.34947099038376,0.0,49.25,132.5,317.5,981.0
142.0,0.02112676056338028,0.18711356809141252,0.0,0.0,0.0,0.0,2.0
391.0,0.06905370843989769,0.5480397465281827,0.0,0.0,0.0,0.0,7.0
383.0,419.0522193211488,331.59590684075596,0.0,132.0,391.0,608.5,1348.0
434.0,5.997695852534562,11.6495197787665,0.0,0.0,2.0,6.0,110.0
356.0,12.23876404494382,22.858702848869193,-1.0,0.0,2.0,13.0,140.0
379.0,233.29287598944592,374.9938570599685,0.0,8.5,64.0,243.0,1796.0
377.0,97.83023872679045,192.28309924015758,-6.0,5.0,28.0,96.0,1365.0
